"Model","R2","Adj_R2","AIC","BIC"
"m1",0.118255686108637,0.0202840956762634,78.0413671715902,82.2194569224839
"m2",0.580168661684458,0.440224882245944,68.4583368014009,75.7699938654649
"m3",0.477609825289552,0.385423323870061,69.0481328083915,74.2707449970086
"m4",0.595808627658465,0.461078170211287,67.6610802965955,74.9727373606595
"m5_loglog",0.556224809988963,0.40829974665195,-11.2159919747028,-3.90433491063881
"m6_poly",0.623463974006235,0.462091391437479,68.1727109563981,76.5288904581855
